-87.849126	-60.000000
-38.965360	-23.431176
35.282897	28.719954
39.270484	33.267539
40.224237	36.085275
39.660361	37.680600
38.281201	38.529498
36.832660	38.923009
35.523136	39.044266
34.386120	39.019256
33.449289	38.931024
32.754698	38.826440
32.254250	38.727260
31.903543	38.641024
31.666948	38.568308
31.516479	38.506728
31.430346	38.452918
31.391588	38.403463
31.386876	38.355293
31.405522	38.305812
31.438880	38.252907
31.480112	38.194921
31.524016	38.130584
31.566753	38.058951
31.605535	37.979352
31.638365	37.891316
31.663831	37.794587
31.680957	37.688997
31.689087	37.574528
31.687807	37.451241
31.676886	37.319237
31.656226	37.178692
31.625832	37.029803
31.585783	36.872796
31.536217	36.707934
31.477311	36.535445
31.409272	36.355618
31.332327	36.168687
31.246716	35.974934
31.152687	35.774593
31.050491	35.567928
30.940381	35.355167
30.822606	35.136529
30.697409	34.912243
30.565031	34.682512
30.425703	34.447530
30.279649	34.207475
30.127087	33.962516
29.968223	33.712805
29.803256	33.458494
29.632376	33.199710
29.455763	32.936572
29.273589	32.669198
29.086017	32.397664
28.893201	32.122080
28.695288	31.842496
28.492414	31.558989
28.284709	31.271609
28.072295	30.980400
27.855287	30.685385
27.633790	30.386591
27.407905	30.084025
27.177724	29.777689
26.943335	29.467582
26.704815	29.153669
26.462240	28.835944
26.215676	28.514362
25.965184	28.188875
25.710822	27.859430
25.452638	27.525960
25.190678	27.188399
24.924981	26.846651
24.655582	26.500643
24.382509	26.150254
24.105788	25.795401
23.825437	25.435965
23.541471	25.071837
23.253899	24.702855
22.962727	24.328859
22.667956	23.949680
22.369580	23.565124
22.067592	23.174995
21.761977	22.779058
21.452719	22.377099
21.139793	21.968855
20.823174	21.554052
20.502830	21.132396
20.178723	20.703563
19.850814	20.267203
19.519057	19.822934
19.183400	19.370339
18.843790	18.908962
18.500165	18.438304
18.152461	17.957821
17.800608	17.466915
17.444531	16.964937
17.084149	16.451180
16.719377	15.924879
16.350123	15.385215
15.976290	14.831313
15.597777	14.262262
15.214474	13.677125
14.826267	13.074964
14.433040	12.454877
14.034677	11.816041
13.631076	11.157763
13.222111	10.479550
12.807633	9.781160
12.387480	9.062664
11.961480	8.324493
11.529450	7.567442
11.091201	6.792671
10.646531	6.001652
10.195227	5.196104
9.737067	4.377890
9.271812	3.548939
8.799210	2.711169
8.318993	1.866372
7.830877	1.016198
7.334557	0.162100
6.829708	-0.694678
6.315983	-1.553079
5.793008	-2.412275
5.260385	-3.271598
4.717685	-4.130540
4.164449	-4.988722
3.600187	-5.845838
3.024376	-6.701677
2.436461	-7.556071
1.835858	-8.408858
1.221957	-9.259928
0.594132	-10.109156
-0.048253	-10.956438
-0.705826	-11.801674
-1.379187	-12.644797
-2.068885	-13.485738
-2.775389	-14.324472
-3.499056	-15.160983
-4.240096	-15.995303
-4.998539	-16.827485
-5.774214	-17.657611
-6.566727	-18.485802
-7.375461	-19.312191
-8.199583	-20.136949
-9.038071	-20.960252
-9.889752	-21.782304
-10.753346	-22.603316
-11.627515	-23.423499
-12.510908	-24.243099
-13.402203	-25.062360
-14.300141	-25.881537
-15.203551	-26.700926
-16.111365	-27.520830
-17.022627	-28.341597
-17.936497	-29.163615
-18.852249	-29.987299
-19.769262	-30.813130
-20.687010	-31.641616
-21.605055	-32.473333
-22.523025	-33.308888
-23.440604	-34.148941
-24.357517	-34.994169
-25.273513	-35.845298
-26.188361	-36.703066
-27.101838	-37.568180
-28.013729	-38.441353
-28.923824	-39.323218
-29.831922	-40.214324
-30.737834	-41.115078
-31.641388	-42.025649
-32.542429	-42.945935
-33.440828	-43.875454
-34.336477	-44.813217
-35.229293	-45.757609
-36.119216	-46.706288
-37.006197	-47.656015
-37.890202	-48.602571
-38.771191	-49.540732
-39.649118	-50.464256
-40.523913	-51.366092
