0.291993	0.85808	0.665399	0.757726	0.587019	0.287987	0.741278	0.603202	0.264521	0.651016	0.427699	0.971455	0.832442	8.32471	8.36966	8.82131	8.94962	8.33127	7.14521	6.20405	2.40546	2.08815	2.29699	2.32849	1.98606	1.17694	1.12487	
0.55012	2.59035	0.77459	1.0213	2.77693	1.54382	0.801612	2.36466	0.72316	0.333221	0.493972	0.534874	1.0454	8.35263	8.61295	9.4129	9.21865	8.16748	7.2167	6.12355	2.59225	2.04122	3.72424	2.99018	1.99644	1.37069	1.15751	
0.626198	0.456178	0.796039	0.865286	0.82792	0.659376	0.167565	0.294371	0.101796	0.731025	1.91489	0.555274	0.765221	8.27935	8.45521	9.11465	8.93852	8.18283	7.1282	6.16189	2.49949	2.60228	3.30563	2.90002	1.95558	1.70554	1.22	
0.973534	0.256267	1.12426	2.79355	0.292141	0.975139	0.321724	0.467337	0.570566	1.02097	2.85052	0.977409	2.34651	8.56478	8.45713	9.23694	9.02556	8.20243	7.33602	6.22314	2.56567	2.80335	3.83093	3.75886	2.54533	1.86568	1.52052	
2.56661	1.13031	1.92787	0.764312	0.34796	1.35964	0.747194	0.171925	0.572823	0.574691	2.18582	0.85395	1.18309	8.49487	8.56746	9.301	8.95347	8.41327	7.39082	6.39424	2.23564	2.18476	4.10586	3.42328	2.01274	1.59488	1.40893	
2.66333	1.13384	2.56392	2.5796	2.54137	0.480899	0.154932	1.45468	0.255437	2.16253	0.315743	2.69257	0.988304	8.55677	8.42526	9.33389	8.98379	8.20172	7.28473	6.19673	2.56162	2.71676	4.42656	3.74919	2.3553	1.44059	1.78739	
0.655142	0.619802	1.23071	0.911279	1.13614	1.96157	0.946938	1.97589	0.157333	1.22111	0.270628	1.36825	0.13129	8.30248	8.83739	9.35804	8.8182	7.8895	7.56355	6.19377	2.24891	2.99762	4.63135	4.39556	2.20957	1.46911	1.53692	
1.04701	1.28974	1.43032	2.74194	1.57609	2.79481	1.74818	2.111	2.61867	1.59168	1.94224	2.1426	1.04851	8.50888	8.34076	9.19593	8.97871	8.26216	7.30436	6.27155	2.66345	2.7578	4.56257	4.1154	2.62246	1.95692	1.24743	
0.301489	1.07903	2.37085	2.14805	0.85712	1.94624	0.78123	1.56746	0.43725	0.489433	0.550495	0.941306	0.535199	8.60159	8.23842	9.23047	9.09718	8.203	7.32008	6.24954	1.92056	2.8323	2.6381	2.27357	1.80083	1.9437	1.60875	
2.42582	1.60545	2.76705	2.28868	2.34289	2.65825	1.19303	1.37078	0.555358	1.64102	2.42824	2.72268	1.05432	8.43833	8.42031	9.68173	9.05863	8.54305	7.4922	6.39714	3.00504	2.89993	4.54911	4.02028	2.74998	1.80817	1.13954	
1.18275	2.4372	0.588225	1.42424	0.855212	0.625088	1.14641	0.125085	0.22933	0.185403	1.01482	2.10974	0.194123	8.44065	8.55948	9.04784	9.1107	8.41123	7.13131	6.50332	1.85085	1.50437	2.28681	2.04766	1.18626	0.77437	0.502962	
1.41097	1.41577	1.81771	2.44236	1.48601	1.84855	1.3877	0.403185	0.584037	2.87215	1.22721	2.35202	1.5441	8.63293	8.70574	9.19802	8.94065	8.58889	7.44609	6.22547	2.89317	3.23663	4.13538	4.16978	2.83907	2.10529	1.29356	
1.23506	0.831677	0.327361	0.840021	0.192808	0.399096	0.162131	0.736002	0.251061	0.676085	2.36868	0.201248	0.741934	8.36121	8.41848	9.21006	9.0655	8.34908	7.29821	6.21003	2.29911	2.22262	3.5025	3.1454	2.01003	1.61222	1.23881	
0.293746	1.60094	2.37013	2.14726	2.49834	2.57255	1.17382	1.56014	0.430694	1.70359	2.53319	2.77065	1.05889	8.59105	8.41729	9.23215	9.10586	8.21316	7.31819	6.23393	2.95268	3.22832	4.66226	4.24259	2.82818	2.09843	1.66514	
0.220136	1.34607	0.815422	1.15579	1.09427	1.19186	0.441078	0.537362	1.68086	0.786308	1.78034	1.20408	0.898851	8.60053	8.40634	9.2517	9.13205	8.36235	7.35669	6.46851	1.89222	2.00547	3.5752	2.43099	2.00553	1.19542	0.905275	
0.163477	1.42269	1.08776	1.02036	1.53392	2.07937	2.10975	2.35544	1.02431	1.38026	1.73586	1.46547	0.955443	8.66372	8.49821	9.16663	9.02101	8.19543	7.37136	6.12555	3.40942	3.3781	4.82529	4.35863	2.17696	1.88415	1.26057	
0.752164	0.311588	1.82115	0.775622	0.935522	0.507974	0.301794	1.64941	0.387826	0.657915	2.06633	2.7255	0.822546	8.44641	8.43184	9.29032	8.88568	8.07109	7.14693	6.28255	1.90656	1.77638	3.17089	3.33468	1.94561	1.44887	1.29913	
1.23221	2.23436	1.78643	0.848406	2.7819	2.96851	0.748536	0.373737	0.461378	0.327905	2.81487	0.867093	1.19292	8.47321	8.6017	9.29045	9.06962	8.44225	7.32335	6.32542	2.02003	2.2748	2.41134	2.11932	2.00463	1.08637	0.972564	
0.77001	0.962163	0.813376	0.996272	0.596421	0.936043	0.128082	0.504703	0.225206	0.692889	0.35595	0.835751	0.87093	8.53585	8.45329	9.06319	8.98126	8.30666	7.26116	6.33782	1.94959	2.03347	3.01706	3.23261	1.70995	1.08923	1.38649	
1.01439	0.60655	1.44192	2.93873	1.11947	2.76196	0.92687	2.03366	0.697093	1.62862	1.86352	2.16505	0.213758	8.26634	8.80038	9.38822	8.73283	8.30629	7.48436	6.27718	2.52209	3.07929	4.64132	4.337	2.60593	1.43951	1.61041	
1.21907	1.31184	0.835687	2.48613	0.724147	1.61909	1.54184	0.154777	0.177879	0.193113	1.03538	2.20529	1.49471	8.40028	8.50574	9.12076	9.0691	8.4197	7.10071	6.34669	1.76433	1.12786	2.24582	3.57063	1.07918	0.749164	0.589946	
1.18852	0.825547	0.323679	0.823917	0.235967	0.382765	0.193782	0.7721	0.30034	0.70492	2.3133	0.20584	0.786273	8.45961	8.4898	9.2558	9.01122	8.2762	7.22473	6.20526	2.27893	2.23346	3.48939	3.10224	2.08164	1.5827	1.27409	
0.645838	0.455278	1.08129	0.940724	0.359284	0.561683	0.29336	0.240378	0.18703	0.246778	0.392149	0.289777	0.259982	8.35599	8.3683	9.04244	8.97911	8.15271	7.37382	6.42022	2.01684	1.98615	2.12381	2.31693	1.23845	1.22597	0.920719	
0.707097	0.516135	1.11593	1.03493	0.573054	0.658013	0.251821	0.304663	0.177564	0.339889	0.52119	0.212116	0.170131	8.46017	8.55779	8.88236	8.91376	8.22551	7.47976	6.47913	2.04198	2.02146	2.19962	2.67777	1.29297	1.19318	1.02273	
0.198227	1.37748	1.22105	1.22067	0.197485	1.44967	0.720429	2.1573	0.942738	0.591798	1.8002	1.28321	1.0243	8.47409	8.42262	9.19	9.00728	8.22249	7.26879	6.17719	2.35147	2.71793	4.10568	3.87533	1.94679	1.61234	1.00186	
2.71374	0.926519	2.71538	0.964938	1.9125	1.73299	2.39092	0.29413	0.618267	1.0849	2.00032	2.55744	0.925291	8.33621	8.74037	9.26645	8.96715	8.40074	7.35741	6.09937	2.96379	2.97671	4.56315	3.7542	2.34753	1.76272	1.24998	
0.19419	0.582835	1.05033	1.21139	0.83433	0.890257	0.963005	0.329795	0.249395	0.840365	0.120582	0.364304	1.33333	8.27691	8.53392	9.24846	9.14265	8.24179	7.47174	6.32111	2.39913	2.83975	3.98643	3.47862	1.82903	1.2833	0.983079	
1.14147	2.60776	0.761947	0.919358	1.02249	0.868465	2.19832	0.368884	1.06574	0.25395	1.59185	2.01458	0.312101	8.5805	8.52023	9.36947	9.31588	8.5952	7.46918	6.44041	2.48905	1.51131	2.26895	1.95349	1.91405	1.24318	1.21443	
2.63145	1.11215	1.79842	2.6251	2.43851	0.575095	0.277537	1.45914	0.321716	0.123916	0.447296	0.73543	0.214705	8.50727	8.47391	9.40243	9.1076	8.23382	7.1715	6.22309	2.17435	1.81684	2.46993	1.93585	1.25793	0.781965	0.582863	
1.01204	2.27359	0.728305	0.328545	0.783031	0.80103	0.705638	0.297116	0.354762	2.19498	0.253327	0.869513	0.889895	8.55078	8.54534	9.33809	8.9249	8.36603	7.29152	6.33459	2.36684	2.65239	4.83255	3.64355	2.24901	1.50983	1.61263	
2.38716	0.640326	2.53569	1.3445	0.284839	0.378368	0.340807	0.842588	0.28736	0.696751	2.16477	2.51157	0.758579	8.42619	8.4505	9.25167	8.93511	8.24696	7.16028	6.13112	2.10545	2.07762	3.48059	2.41005	1.32785	1.46581	1.47353	
1.17275	0.81103	0.330266	0.805549	1.01577	0.406158	0.183758	1.66606	0.570108	1.81954	2.28995	0.209726	1.13808	8.44002	8.49813	9.23009	9.00526	8.25239	7.21814	6.18009	2.83455	2.43846	3.81115	3.23619	2.27045	1.69553	1.37149	
0.217321	1.01743	0.806266	1.16211	1.09491	1.19515	0.390772	0.495568	1.72484	0.722605	1.73425	1.15063	0.838887	8.54695	8.41663	9.22861	9.17229	8.38401	7.2159	6.34023	1.91116	1.82673	3.53376	2.39941	1.78727	1.22016	0.910484	
1.01431	1.33903	0.808792	2.95799	0.607816	0.854769	0.110157	0.493049	0.695213	0.794723	1.80441	0.830641	0.896393	8.59062	8.52248	9.07158	8.99011	8.32583	7.36018	6.48345	1.95808	2.10161	2.9331	3.14606	1.88729	1.07766	1.40672	
1.25859	0.472336	1.77597	0.892633	0.776686	0.438349	0.355222	0.253653	0.314851	0.295233	1.9077	0.900828	0.73703	8.45353	8.60314	9.32208	9.07597	8.1989	7.08007	6.33937	1.84443	1.65485	2.40271	2.09772	1.83678	1.05752	0.971819	
0.1975	1.33669	1.20489	1.24837	1.729	2.20418	0.526569	2.13887	0.899053	1.84398	1.89973	1.20972	0.983685	8.41725	8.45045	9.22289	9.14231	8.32174	7.22588	6.19177	3.24802	2.23862	5.09572	4.1399	1.69387	1.46181	1.66238	
2.40453	0.45452	2.56083	0.714299	0.947827	0.582352	0.76185	2.00167	0.555698	1.40716	1.89552	2.48185	0.707313	8.43933	8.42015	9.0591	8.91404	8.2	7.12002	6.11419	3.18585	2.71661	4.7124	3.67183	2.40655	1.70429	1.38081	
