0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.943645	0.824005	0.777977	2.45059	1.71121	2.3846	1.26539	0.830271	2.84721	2.51281	1.21063	1.56441	1.05187	8.46918	8.50102	9.28055	9.04424	8.3261	7.29792	6.28534	2.61589	2.90742	4.48289	3.94542	2.59352	1.8529	1.32633	
1.06276	1.15837	0.848455	1.57221	0.318857	1.37174	0.301676	2.11883	0.207334	1.79717	2.83466	1.07431	0.197082	8.44732	8.45566	9.22822	9.02491	8.31147	7.228	6.2102	3.29482	3.08497	3.7629	3.71205	3.12131	2.13417	1.77561	
0.457799	0.509965	0.789537	0.651166	0.19501	2.61807	0.667593	0.294002	1.49129	0.283841	0.721167	0.156684	2.23051	8.38711	8.47236	9.3084	9.13182	8.32525	7.25644	6.45401	2.73364	2.16539	3.65018	2.83311	1.99849	1.47219	1.26804	
0.962574	0.257064	0.798196	2.79819	0.283057	0.966226	0.171357	0.467646	0.14529	0.673855	2.8505	0.975021	2.34324	8.55534	8.45622	9.10495	9.03574	8.20653	7.36998	6.2232	2.42546	2.67555	3.41045	3.567	2.3877	1.77232	1.14024	
0	0	0	0	0	0	0	0	0.315066	0.909173	0.743166	0.686894	0.650829	0.375252	0.662327	0.569651	0.224061	0.688636	0.475168	1.00336	0.730347	8.34152	8.36663	8.89729	9.03512	8.31203	7.04704	
1.00341	1.28725	1.47223	2.72119	1.57458	2.75565	1.76083	2.07521	2.63076	1.58601	1.92625	2.17024	1.062	8.49764	8.37547	9.21383	8.97472	8.20702	7.3017	6.20184	2.74469	2.83617	4.57729	4.14742	2.62436	1.98058	1.26329	
0.588764	0.741582	1.43609	1.07138	1.12812	2.77579	0.951163	2.02627	0.667249	0.301935	1.88375	0.821303	0.290395	8.25102	8.55434	9.40582	8.67285	8.33651	7.50096	6.18319	2.03243	2.39058	3.65689	3.23706	1.75847	0.982939	0.85811	
1.1284	1.49462	0.846062	2.33283	1.83286	1.62913	1.56058	0.68122	1.68084	0.362621	0.854633	2.34154	1.50712	8.58839	8.39771	9.16475	9.1725	8.47998	7.25995	6.47503	1.7011	2.33193	3.21589	3.34361	1.99663	1.39846	1.10881	
1.21705	1.0202	0.340122	2.09409	0.213257	1.82965	0.784768	1.58312	0.321866	0.731549	1.05144	0.877826	0.531831	8.44686	8.36972	9.25334	8.97417	8.25837	7.35501	6.17298	1.97001	2.25495	2.6212	2.30349	1.19107	1.70285	1.02193	
