t       v               b
260.8	-62.5675	-0.0007578125
260.801	-62.34977	-0.00090625
260.802	-62.33859	-0.000859375
260.803	-62.32321	-0.0008046875
260.804	-62.2782	-0.0008046875
260.805	-62.27234	-0.0007890625
260.806	-62.46828	-0.00084375
260.807	-62.46328	-0.0008671875
260.808	-62.56071	-0.0007890625
260.809	-62.85883	-0.000796875
260.81	-62.88477	-0.0008203125
260.811	-63.07922	-0.0009375
260.812	-63.05703	-0.0008671875
260.813	-62.97328	-0.0008671875
260.814	-63.05	-0.0008671875
260.815	-63.04	-0.0008359375
260.816	-62.95281	-0.0008515625
260.817	-62.76344	-0.0008828125
260.818	-62.81578	-0.000859375
260.819	-62.58734	-0.0009375
260.82	-62.49852	-0.000859375
260.821	-62.39	-0.0008046875
260.822	-62.29883	-0.0007890625
260.823	-62.37414	-0.0008203125
260.824	-62.22914	-0.0008828125
260.825	-62.32305	-0.000859375
260.826	-62.37977	-0.0008515625
260.827	-62.47742	-0.0008671875
260.828	-62.58461	-0.0008125
260.829	-62.9225	-0.0008671875
260.83	-62.89562	-0.0008671875
260.831	-63.02633	-0.00078125
260.832	-62.95367	-0.0008671875
260.833	-62.97953	-0.0008203125
260.834	-63.09461	-0.000859375
260.835	-62.99562	-0.00075
260.836	-62.83656	-0.0008515625
260.837	-62.74188	-0.000859375
260.838	-62.79742	-0.00084375
260.839	-62.61266	-0.0009140625
260.84	-62.4718	-0.0008203125
260.841	-62.28211	-0.000765625
260.842	-62.23055	-0.00078125
260.843	-62.27938	-0.0007421875
260.844	-62.14242	-0.0007734375
260.845	-62.16344	-0.0009296875
260.846	-62.36836	-0.0008046875
260.847	-62.44188	-0.0008671875
260.848	-62.35469	-0.0008203125
260.849	-62.7225	-0.0008359375
260.85	-98.44852	0.1260859
260.851	NaN	-0.001765625
260.852	-65.26492	-0.00053125
260.853	-22.29539	-0.0003984375
260.854	-34.08898	-0.0005703125
260.855	-46.10984	-0.0007421875
260.856	-53.09984	-0.0007109375
260.857	-56.42133	-0.000734375
260.858	-58.24828	-0.0008125
260.859	-59.04414	-0.00078125
260.86	-59.58945	-0.0007578125
260.861	-59.81719	-0.00084375
260.862	-60.08258	-0.0007265625
260.863	-60.46258	-0.0007734375
260.864	-60.53281	-0.00071875
260.865	-60.58477	-0.0007578125
260.866	-60.8418	-0.000796875
260.867	-60.99609	-0.000796875
260.868	-61.14008	-0.0007890625
260.869	-61.43922	-0.000828125
260.87	-61.52477	-0.00084375
260.871	-61.7582	-0.00078125
260.872	-61.7957	-0.00078125
